,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
156519,2014,Ford,Focus,SE,Sedan,automatic,1fadp3f21el163873,il,29.0,39725.0,red,black,avis corporation,11500.0,11100.0,Thu Mar 05 2015 02:30:00 GMT-0800 (PST)
531408,2014,Ford,E-Series Van,E-250,e-series van,automatic,1ftne2ew6eda20026,nj,27.0,10431.0,white,gray,u-haul,19800.0,18800.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT)
435102,2009,Chevrolet,Cobalt,LT,Sedan,automatic,1g1at58h997284230,nj,29.0,82007.0,blue,black,auto lender liquidation center,4750.0,3800.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT)
158798,2012,Ford,Fiesta,SE,Sedan,automatic,3fadp4bj4cm152770,fl,39.0,16891.0,blue,black,ford-lincoln dealer program,9625.0,9500.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
31697,2013,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb3dn548722,mi,48.0,18451.0,red,black,chrysler capital,12150.0,12400.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
45714,2008,Mazda,CX-9,Touring,SUV,automatic,jm3tb28a580139804,tx,21.0,111463.0,purple,gray,santander consumer,8325.0,6300.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
473295,2014,Chevrolet,Express,LS 3500,van,automatic,1gazg1fg6e1193942,tx,4.0,19001.0,white,gray,capps van & car rental,24900.0,25500.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
344372,2006,,,,,automatic,2c3la73w96h418407,tn,28.0,108371.0,black,black,sullivan auto group llc,10400.0,10500.0,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
393713,2013,Chrysler,300,S,Sedan,automatic,2c3ccabg1dh641054,mo,47.0,19929.0,gray,black,gmt auto sales inc,23600.0,23000.0,Tue Mar 10 2015 04:00:00 GMT-0700 (PDT)
98579,2011,Cadillac,CTS,Base,Sedan,automatic,1g6da5ey6b0116898,fl,3.0,23652.0,silver,gray,crown audi,18050.0,15500.0,Thu Jan 08 2015 09:45:00 GMT-0800 (PST)
393191,2014,GMC,Acadia,SLT-1,SUV,automatic,1gkkrrkd2ej325144,fl,44.0,16559.0,silver,silver,enterprise veh exchange/rental,30400.0,29100.0,Fri Mar 06 2015 01:20:00 GMT-0800 (PST)
310882,2011,Jeep,Wrangler,Unlimited Sport,SUV,automatic,1j4ba3h18bl563538,pa,34.0,88545.0,black,black,r hollenshead auto sales inc,17550.0,14400.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
251813,2009,Hyundai,Genesis,4.6,Sedan,automatic,kmhgc46f39u033990,oh,19.0,73422.0,silver,black,dt inventory,13400.0,8800.0,Thu Feb 12 2015 01:00:00 GMT-0800 (PST)
103228,2013,Hyundai,Santa Fe,Sport 2.0T,SUV,automatic,5xyzu3la1dg043957,nc,45.0,26726.0,orange,tan,crossroads ford of kernersville inc,20700.0,20000.0,Mon Jan 19 2015 01:00:00 GMT-0800 (PST)
382774,2012,Chrysler,300,C,Sedan,automatic,2c3ccaet8ch188123,fl,38.0,44715.0,gray,black,wells fargo dealer services,19400.0,19300.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
179868,2013,Chevrolet,Cruze,1LT,Sedan,automatic,1g1pc5sb1d7104746,ne,44.0,40063.0,burgundy,black,ruan car sales inc,11200.0,11100.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
137748,2014,Toyota,4Runner,Limited,SUV,automatic,jtebu5jr2e5164864,fl,43.0,21729.0,white,black,lauderdale imports ltd bmw pembrok pines,37700.0,38000.0,Fri Jan 16 2015 01:35:00 GMT-0800 (PST)
507419,2015,Mercedes-Benz,M-Class,ML350,suv,automatic,4jgda5jb5fa495497,nv,39.0,11627.0,black,black,mr m auto group,48300.0,38000.0,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
155949,2003,,,,,,1fmfu15l33lb55468,ca,27.0,174186.0,black,gray,first credit finance,2500.0,2500.0,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
307361,2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dvxcw229046,pa,35.0,22463.0,gold,gray,north penn imports inc,16800.0,17300.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
180219,2013,Ford,Explorer,Limited,SUV,automatic,1fm5k8f83dga47284,ga,45.0,66421.0,gray,gray,ford motor credit company llc,23500.0,24100.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
36713,2012,Honda,Accord,EX,Sedan,automatic,1hgcp2f77ca013630,pa,28.0,30962.0,gray,black,ahfc/honda lease trust/hvt  inc.,13850.0,13300.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
485997,2014,Mercedes-Benz,M-Class,ML350,suv,automatic,4jgda5jb4ea329258,ca,47.0,7816.0,white,off-white,mercedes-benz usa,41000.0,36500.0,Thu Jun 04 2015 05:00:00 GMT-0700 (PDT)
342857,2012,Kia,Optima,EX,Sedan,automatic,5xxgn4a77cg084291,ga,29.0,27286.0,silver,gray,kia motors finance,15500.0,14600.0,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
83505,2006,Chevrolet,Silverado 1500,LT3,Crew Cab,,2gcek13t461186960,ga,19.0,116580.0,silver,gray,toyota of greenville,12350.0,10500.0,Tue Jan 06 2015 13:00:00 GMT-0800 (PST)
248991,2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,SUV,automatic,wdcgg8jb9dg121481,wa,49.0,38669.0,black,black,cameron motors,27300.0,27300.0,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
474647,2014,Chevrolet,Cruze,LS,sedan,automatic,1g1pa5sh7e7350972,tx,41.0,15285.0,beige,gray,regional acceptance corporation / greensboro,11250.0,10900.0,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT)
131584,2014,Ford,Fiesta,ST,Hatchback,manual,3fadp4gx7em148731,nv,44.0,11346.0,white,gray,ford motor credit company llc,17350.0,19000.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST)
548608,2008,HUMMER,H3,Base,suv,automatic,5gten13e188157448,mi,37.0,69601.0,orange,black,automobiles paille inc,15400.0,16600.0,Thu Jun 18 2015 02:30:00 GMT-0700 (PDT)
32856,2013,Ford,Taurus,SEL,Sedan,automatic,1fahp2e80dg206091,oh,43.0,64212.0,black,tan,ford motor credit company llc,12800.0,14400.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
213871,2005,Audi,A8,L quattro,Sedan,,wauml44e45n012973,ca,25.0,120404.0,silver,—,first credit finance,7275.0,6400.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
207828,2003,GMC,Envoy XL,SLT,SUV,automatic,1gket16s936220707,nc,32.0,203315.0,—,gray,rick hendrick city chevrolet,2150.0,3500.0,Wed Jan 28 2015 06:30:00 GMT-0800 (PST)
517048,2012,Honda,Odyssey,EX-L,minivan,automatic,5fnrl5h69cb095796,nj,3.0,34615.0,gray,gray,ht automotive llc,22000.0,23250.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
464098,2014,Chrysler,300,Base,sedan,automatic,2c3ccaag3eh380514,wa,2.0,12027.0,black,black,fox rent a car tra,20200.0,12800.0,Wed May 27 2015 06:15:00 GMT-0700 (PDT)
235518,2014,Ford,Fusion,SE,Sedan,automatic,3fa6p0hd5er377479,tx,45.0,4874.0,silver,black,security service fcu (sscu),17550.0,18100.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
372341,2005,Cadillac,XLR,Base,Convertible,automatic,1g6yv34a055604122,ca,44.0,30158.0,black,black,nova auto sales inc,22000.0,24700.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
149650,2008,GMC,Yukon XL,Denali,SUV,automatic,1gkfc66858j168826,sc,32.0,107463.0,gold,tan,andrew thomas motorcars,16550.0,17600.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
374491,2012,Nissan,Altima,2.5 S,Sedan,automatic,1n4al2ap3cn433022,fl,43.0,15349.0,black,brown,nissan-infiniti lt,13550.0,12600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
493197,2007,Hyundai,Entourage,GLS,minivan,automatic,kndmc233476020835,co,19.0,156231.0,beige,beige,autonation ford littleton,1600.0,3000.0,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
322546,2013,Chevrolet,Malibu,LT,Sedan,automatic,1g11e5saxdf237826,ca,26.0,55458.0,silver,black,fox rent a car,12100.0,12100.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
271281,2014,Dodge,Grand Caravan,SXT,Minivan,automatic,2c4rdgcg4er173126,mo,4.0,44914.0,silver,black,avis corporation,15850.0,16000.0,Tue Feb 10 2015 03:00:00 GMT-0800 (PST)
338832,2011,Honda,Pilot,EX-L,SUV,,5fnyf3h59bb047289,fl,41.0,28149.0,blue,gray,coral springs honda,21800.0,21000.0,Thu Feb 19 2015 03:25:00 GMT-0800 (PST)
375772,2013,Chevrolet,Captiva Sport,LT Fleet,SUV,automatic,3gnal3ek3ds614571,nj,43.0,54842.0,silver,black,the hertz corporation,12400.0,12600.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST)
389336,2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcukrec5eg511970,tx,4.0,9349.0,black,black,flex fleet rental exchange,29200.0,32100.0,Wed Mar 04 2015 02:05:00 GMT-0800 (PST)
160830,2005,Nissan,Altima,2.5 S,Sedan,automatic,1n4al11d65n440629,ma,23.0,62561.0,gray,gray,clay chevrolet hyundai,4525.0,4200.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
164096,2014,Ford,F-150,XLT,SuperCrew,automatic,1ftfw1efxefb18055,tn,49.0,23600.0,—,gray,ars/enterprise,27500.0,27900.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
544367,2013,Ford,Escape,S,suv,automatic,1fmcu0f77dua87864,ga,45.0,65981.0,white,black,ge fleet services for itself/servicer,11650.0,11600.0,Tue Jun 16 2015 06:10:00 GMT-0700 (PDT)
81115,2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86ex9a485190,ca,37.0,98312.0,white,brown,mercedes benz of laguna niguel,16750.0,16000.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
140132,2004,Lexus,RX 330,Base,SUV,automatic,2t2ha31u34c027283,pa,25.0,194245.0,beige,tan,r hollenshead auto sales inc,7350.0,7200.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
50755,2013,Chrysler,200,LX,Sedan,automatic,1c3ccbab9dn669140,il,35.0,40007.0,blue,beige,avis corporation,10550.0,10300.0,Tue Feb 03 2015 03:00:00 GMT-0800 (PST)
483074,2012,Ford,Fusion,S,sedan,automatic,3fahp0ga0cr333760,ca,34.0,51299.0,—,gray,lease plan usa,9700.0,9000.0,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT)
428652,2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hx4dud71725,ca,47.0,56080.0,gray,beige,lease plan usa,15100.0,14500.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
311765,2008,Ford,Expedition EL,Limited,SUV,,1fmfk20558la25512,pa,36.0,62404.0,brown,black,jack pfister autos,13850.0,19000.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
253774,2005,Mitsubishi,Outlander,XLS,SUV,automatic,ja4lx41f05u027406,fl,19.0,87866.0,green,black,autonation chevrolet airport,4350.0,4000.0,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
338945,2014,Chevrolet,Cruze,LTZ,Sedan,automatic,1g1pg5sb5e7282973,fl,2.0,20684.0,gray,brown,gm remarketing,14750.0,15000.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
468687,2013,Nissan,NV,1500 S,Van,automatic,1n6bf0kx9dn102324,il,26.0,51336.0,white,black,the hertz corporation,15600.0,16300.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT)
514569,2012,Ram,1500,SLT,regular cab,automatic,3c6jd6ep6cg116408,va,19.0,21548.0,white,gray,wheels exchange llc,16000.0,14500.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
81827,2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap7cn526819,pa,33.0,66668.0,silver,black,the hertz corporation,9575.0,9700.0,Fri Jan 09 2015 09:00:00 GMT-0800 (PST)
497301,2009,Chevrolet,Silverado 1500,LS,crew cab,automatic,3gcek13c79g219901,mi,42.0,47723.0,gold,black,automobiles paille inc,20100.0,18700.0,Thu Jun 04 2015 02:30:00 GMT-0700 (PDT)
512039,2013,Ford,Escape,SE,suv,automatic,1fmcu0g91dua94776,nc,43.0,55878.0,black,gray,mcmahon leasing inc,13400.0,14200.0,Mon Jun 08 2015 02:30:00 GMT-0700 (PDT)
184411,2011,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5ap3bc867541,fl,19.0,46207.0,gray,black,nissan-infiniti lt,15750.0,13400.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
254457,2002,Ford,Mustang,Deluxe,Convertible,automatic,1fafp44442f112560,fl,19.0,144632.0,white,white,consolidated asset recovery systems  inc.,1850.0,1300.0,Wed Feb 04 2015 09:30:00 GMT-0800 (PST)
331227,2010,Honda,Accord Crosstour,EX-L,Hatchback,automatic,5j6tf1h57al014666,ca,45.0,70621.0,green,beige,california auto wholesale,13550.0,15900.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
157229,2013,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pe5sb6d7163429,md,34.0,61459.0,white,gray,the hertz corporation,10200.0,9900.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
547918,2012,Dodge,Journey,American Value Package,suv,,3c4pdcab3ct319744,ns,28.0,114111.0,gray,black,ari,8350.0,8000.0,Wed Jun 17 2015 01:30:00 GMT-0700 (PDT)
144295,2011,Ford,F-250 Super Duty,Lariat,Crew Cab,automatic,1ft7w2btxbeb50185,mi,46.0,62452.0,black,black,larry hudson chevrolet buick gmc inc,36900.0,34000.0,Thu Jan 22 2015 01:30:00 GMT-0800 (PST)
465368,2013,Lexus,GS 350,Base,Sedan,automatic,jthbe1bl1d5001608,ca,43.0,39960.0,white,black,lexus financial services,29600.0,28500.0,Wed Jun 03 2015 05:30:00 GMT-0700 (PDT)
277002,2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,wddgf4hb6da790808,ca,41.0,30352.0,black,black,mercedes-benz financial services,22000.0,21500.0,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
196521,1999,Mercedes-Benz,M-Class,ML320,SUV,,4jgab54e4xa095180,tn,1.0,1.0,black,—,titlemax/nashville tn8,2625.0,600.0,Tue Jan 27 2015 02:00:00 GMT-0800 (PST)
16340,2008,Mazda,Mazda3,i Touring,Sedan,automatic,jm1bk32f181861070,il,,92888.0,silver,—,signature auto enterprises inc,5425.0,6300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
80081,2012,Lexus,IS 250,Base,Sedan,automatic,jthbf5c27c5175319,fl,39.0,22541.0,silver,gray,lexus financial services,22500.0,22900.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
259790,2006,Chevrolet,Silverado 1500,LS2,Crew Cab,automatic,2gcec13vx61355247,nc,29.0,132148.0,gold,gray,atlantic coast remarketing inc/tasi,8625.0,9200.0,Mon Feb 09 2015 01:30:00 GMT-0800 (PST)
539663,2010,Scion,tC,Base,hatchback,automatic,jtkde3b75a0305471,fl,32.0,82430.0,burgundy,black,napletons north palm auto park inc,8700.0,7700.0,Wed Jun 17 2015 02:25:00 GMT-0700 (PDT)
506608,2014,Ford,Expedition,EL King Ranch,suv,automatic,1fmjk1j56eef44779,tx,28.0,33970.0,white,beige,avis budget group,31200.0,30300.0,Wed Jun 10 2015 03:30:00 GMT-0700 (PDT)
30899,2013,Buick,Enclave,Leather Group,SUV,automatic,5gakvckd7dj225691,sc,36.0,34630.0,black,black,enterprise veh exchange/rental,25100.0,26500.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
129540,2005,Honda,Odyssey,EX-L,Minivan,automatic,5fnrl38775b135678,md,23.0,171863.0,blue,gray,jim coleman cadillac infiniti,4050.0,2900.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
62599,2012,FIAT,500,Pop,Hatchback,automatic,3c3cffar5ct125535,ca,19.0,79327.0,red,black,gm financial,5650.0,4600.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
202672,2011,Buick,Regal,CXL,Sedan,automatic,2g4gn5ec6b9182632,fl,37.0,11666.0,black,black,fiserv/usb dealer services northstar exchange,13400.0,14000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
415782,2014,Chrysler,Town and Country,Touring,Minivan,,2c4rc1bg4er386286,on,45.0,28956.0,white,black,fca canada inc,23600.0,23600.0,Tue May 26 2015 05:00:00 GMT-0700 (PDT)
321262,2003,Chrysler,Sebring,LX,Sedan,automatic,1c3al46t03n505598,nv,2.0,134658.0,white,—,titlebucks/lasvegas nv1,925.0,350.0,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
110042,2014,Ford,F-150,XL,Regular Cab,automatic,1ftnf1cf3ekd18541,mo,41.0,11174.0,white,gray,u-haul technical center,18500.0,17800.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST)
242903,2011,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,1gcrcseaxbz170022,tx,44.0,130583.0,gray,black,ge fleet services for itself/servicer,10650.0,12300.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
174544,2013,Nissan,Sentra,SL,Sedan,automatic,3n1ab7ap5dl629428,tx,5.0,23549.0,silver,black,tdaf remarketing,13400.0,14200.0,Wed Feb 04 2015 02:15:00 GMT-0800 (PST)
82614,2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv0ah299524,md,35.0,66176.0,white,black,santander consumer,10100.0,9000.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST)
494099,2014,Nissan,Altima,2.5 S,sedan,automatic,1n4al3ap4ec284575,tx,38.0,32833.0,red,black,nissan north america inc.,13250.0,13800.0,Wed Jun 03 2015 03:30:00 GMT-0700 (PDT)
37978,2012,Lincoln,MKZ,Base,Sedan,automatic,3lnhl2jc5cr829712,mi,35.0,57692.0,white,black,ford motor credit company llc,13600.0,13700.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
547336,2014,Hyundai,Elantra,SE,sedan,,5npdh4ae8eh472159,on,35.0,49113.0,white,gray,aviscar inc ator,11250.0,10800.0,Mon Jun 15 2015 17:00:00 GMT-0700 (PDT)
74788,2012,Infiniti,G Coupe,G37,G Coupe,automatic,jn1cv6ek1cm422967,ca,21.0,20510.0,silver,black,nissan infiniti lt,22900.0,20000.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
146094,2003,,,,,automatic,3gnfk16t43g337757,ca,19.0,122791.0,gray,gray,american auto finance,3875.0,2100.0,Thu Jan 22 2015 04:30:00 GMT-0800 (PST)
479009,2006,Dodge,Ram Pickup 1500,SLT,regular cab,automatic,1d7hu16276j166708,in,42.0,98451.0,silver,gray,gm financial,9100.0,11600.0,Thu Jun 04 2015 03:10:00 GMT-0700 (PDT)
519743,2013,Ford,F-250 Super Duty,XL,crew cab,automatic,1ft7w2b66dea41669,tx,19.0,40457.0,white,gray,ford motor credit company llc,25200.0,21000.0,Wed Jun 10 2015 03:30:00 GMT-0700 (PDT)
241600,2013,Mitsubishi,Outlander Sport,ES,SUV,,4a4ar3au4de019021,pa,35.0,15634.0,black,black,mmca  inc,13900.0,14900.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
172777,2012,Chevrolet,Malibu,LS,Sedan,automatic,1g1zb5e05cf136898,wi,46.0,26228.0,silver,gray,gm financial leasing,10950.0,11800.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
383510,2010,Chevrolet,Impala,LS,Sedan,automatic,2g1wa5ek7a1114459,mi,39.0,107317.0,gold,beige,santander consumer,6125.0,5000.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
287473,2008,Chevrolet,Silverado 1500,Work Truck,Crew Cab,,3gcec13jx8g296627,tx,24.0,167906.0,white,black,d&m leasing,10400.0,9300.0,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
386909,2007,Saturn,Aura,XE,Sedan,,1g8zs57n97f222389,nc,42.0,134938.0,gold,tan,hendrick bmw northlake,3100.0,3700.0,Wed Mar 04 2015 06:00:00 GMT-0800 (PST)
207139,2011,Audi,A4,2.0T Premium,Sedan,automatic,waujfafh3bn017318,ca,42.0,35411.0,black,black,hoehn motors inc,22800.0,26750.0,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
125690,2011,GMC,Acadia,SLT-1,SUV,automatic,1gkkvred7bj245549,tn,43.0,67072.0,white,tan,wholesale inc # 2,18900.0,21400.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
73674,2013,Chevrolet,Impala,LS Fleet,Sedan,automatic,2g1wf5e33d1229977,va,29.0,82253.0,black,gray,wheels exchange llc,8025.0,7200.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
511355,2001,Toyota,Highlander,V6,suv,,jtehf21a110034689,nc,34.0,115853.0,silver,gray,fleet lease remarketing,4600.0,4400.0,Mon Jun 15 2015 02:30:00 GMT-0700 (PDT)
309117,2012,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb4cn166116,in,44.0,46070.0,red,black,santander consumer,10050.0,10200.0,Thu Feb 19 2015 02:10:00 GMT-0800 (PST)
419016,2012,Infiniti,M,M37,Sedan,automatic,jn1by1ap2cm335179,ca,21.0,24736.0,—,black,nissan infiniti lt,25000.0,21000.0,Tue May 19 2015 05:30:00 GMT-0700 (PDT)
402159,1999,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e7xz205424,ma,21.0,154229.0,white,gray,bristol toyota  inc.,1275.0,1200.0,Tue Mar 10 2015 03:00:00 GMT-0700 (PDT)
465055,2008,Chevrolet,Avalanche,LT,crew cab,automatic,3gnfk12308g176255,oh,31.0,45953.0,gray,gray,auction direct,19750.0,19250.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
254611,2001,Saturn,S-Series,SC2,Coupe,automatic,1g8zy12761z111854,ca,19.0,145977.0,red,gray,onemain rem/sams auto sales,1025.0,200.0,Thu Mar 05 2015 04:30:00 GMT-0800 (PST)
306229,2013,Ford,Explorer,XLT,SUV,automatic,1fm5k8d82dgc47463,nj,46.0,14371.0,green,black,ford motor credit company llc,30800.0,29700.0,Wed Feb 18 2015 01:00:00 GMT-0800 (PST)
83756,2006,Toyota,Matrix,Base,Wagon,automatic,2t1kr32e96c595907,ga,21.0,145510.0,silver,black,automobile acceptance corp,3675.0,3900.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
253675,2005,Ford,Mustang,Premium,Coupe,automatic,1zvft80n955139031,tx,25.0,130309.0,red,tan,pm standley motorcars,4850.0,4300.0,Wed Feb 04 2015 02:20:00 GMT-0800 (PST)
355979,2004,Audi,A6,2.7T S-Line quattro,Sedan,,waucd64b24n086997,nj,26.0,189864.0,black,black,red bank volvo inc,575.0,2000.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
432869,2009,Ford,F-150,FX4,SuperCrew,automatic,1ftpw14v99fb14792,in,35.0,102557.0,white,tan,fiserv/citizens one auto finance,15800.0,16000.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
36948,2012,Honda,Civic,Si,Sedan,manual,2hgfb6e50ch704874,nc,32.0,55619.0,black,black,remarketing by ge/carolina fcu,13200.0,13800.0,Tue Dec 23 2014 09:15:00 GMT-0800 (PST)
262390,2013,Dodge,Challenger,SXT,Coupe,automatic,2c3cdyag7dh705184,ga,1.0,23230.0,blue,black,nextgear capital,17750.0,5400.0,Thu Feb 05 2015 04:30:00 GMT-0800 (PST)
369795,2013,Ford,Fusion,SE,Sedan,automatic,3fa6p0h93dr112120,il,36.0,19995.0,black,black,ford motor credit company llc,16600.0,15600.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
108598,2012,Ford,Explorer,XLT,SUV,automatic,1fmhk7d9xcga03123,ga,29.0,11305.0,black,black,ford motor credit company llc pd,25200.0,24900.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
86108,2012,Ford,E-Series Van,E-150,E-Series Van,automatic,1ftne1ew2cdb36380,il,34.0,30271.0,white,gray,ge fleet services for itself/servicer,16900.0,17000.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
288743,2006,Dodge,Charger,RT,Sedan,automatic,2b3ka53hx6h210129,va,33.0,102036.0,white,beige,mcmb financial,8325.0,9300.0,Thu Feb 12 2015 01:20:00 GMT-0800 (PST)
287301,2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgbb86e59a525448,nj,38.0,91841.0,black,beige,faulkner toyota,16350.0,15000.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
360370,2007,Ford,Expedition,XLT,SUV,automatic,1fmfu16547la11191,fl,19.0,196597.0,white,beige,cox fleet/wheels,3500.0,1800.0,Thu Feb 26 2015 01:35:00 GMT-0800 (PST)
15118,2008,Chevrolet,Impala,LS,Sedan,,2g1wb58k681297145,tx,,186458.0,white,—,titlemax/garland tx1,2375.0,1800.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
431501,2013,Ford,Escape,SEL,SUV,automatic,1fmcu0hxxduc15673,mo,34.0,47732.0,black,black,ford motor credit company,16050.0,15300.0,Tue May 26 2015 04:00:00 GMT-0700 (PDT)
417293,2012,Kia,Optima,LX,Sedan,automatic,5xxgm4a72cg047457,nj,27.0,25171.0,silver,gray,kia motors finance,12300.0,11400.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT)
352282,2012,Nissan,Altima,2.5 S,Sedan,,1n4al2ap6cn444757,pa,35.0,35858.0,white,black,nissan-infiniti lt,12150.0,19400.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
218779,2013,Nissan,Altima,2.5,Sedan,,1n4al3apxdn442307,ca,42.0,32063.0,black,gray,nissan north america inc.,13550.0,11500.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
386635,2007,Mazda,Mazda6,s Touring,Sedan,automatic,1yvhp80d175m01628,md,19.0,87579.0,gray,black,sheehy nissan of waldorf,5300.0,5000.0,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
327813,2009,,,,,automatic,1yvhp81h795m51566,mn,28.0,82636.0,blue,black,santander consumer,6350.0,6400.0,Thu Feb 19 2015 02:45:00 GMT-0800 (PST)
448879,2007,Ford,Fusion,SEL,Sedan,automatic,3fahp08117r261665,fl,4.0,86466.0,white,beige,wayne akers ford inc,6325.0,5200.0,Thu May 21 2015 04:10:00 GMT-0700 (PDT)
273454,2013,Lexus,RX 350,Base,SUV,automatic,2t2zk1ba9dc129861,fl,43.0,21444.0,black,tan,jm lexus,32400.0,34000.0,Fri Feb 06 2015 01:30:00 GMT-0800 (PST)
287954,2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u783300422,tx,33.0,127740.0,red,gray,pm standley motorcars,5875.0,6400.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
28860,2000,jeep,grand,cherokee limited,,,1j4gw58n5yc352120,va,,172147.0,blue,—,wind rider auto outlet inc,1450.0,2000.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
